KELOMPOK,KODEJUR,JURUSAN,PTN,KODEPTN,NILAIMIN,dummy
2,312221,SASTRA JEPANG ,UI,31,44.25,abcde
2,312235,SASTRA CINA ,UI,31,36.5,abcde
2,312243,SASTRA ARAB ,UI,31,34.03,abcde
2,312251,SASTRA PERANCIS ,UI,31,35.5,abcde
2,312265,SASTRA INGGRIS ,UI,31,45.75,abcde
2,312273,SASTRA JERMAN ,UI,31,37.25,abcde
2,312281,SASTRA BELANDA ,UI,31,40.25,abcde
2,312295,SASTRA RUSIA ,UI,31,32.15,abcde
2,312302,BAHASA DAN KEBUDAYAAN KOREA ,UI,31,41.71,abcde
1,312316,ILMU EKONOMI ISLAM ,UI,31,44.25,abcde
1,312324,BISNIS ISLAM ,UI,31,44.85,abcde
1,321012,SOSIAL EKONOMI PERTANIAN / AGRIBISNIS ,UIN JKT,32,26.43,abcde
1,321026,TEKNIK INFORMATIKA ,UIN JKT,32,34.23,abcde
1,321034,SISTEM INFORMASI ,UIN JKT,32,33.32,abcde
1,321042,MATEMATIKA ,UIN JKT,32,27.45,abcde
1,321056,BIOLOGI ,UIN JKT,32,25.25,abcde
1,321064,KIMIA ,UIN JKT,32,26.11,abcde
1,321072,FISIKA ,UIN JKT,32,25.32,abcde
1,321086,KESEHATAN MASYARAKAT ,UIN JKT,32,28.67,abcde
1,321094,FARMASI ,UIN JKT,32,33.31,abcde
1,321101,ILMU KEPERAWATAN ,UIN JKT,32,30.32,abcde
1,321115,PENDIDIKAN DOKTER ,UIN JKT,32,34.53,abcde
1,321123,PENDIDIKAN MATEMATIKA ,UIN JKT,32,,abcde
1,321145,PENDIDIKAN KIMIA ,UIN JKT,32,,abcde
1,321161,TEKNIK PERTAMBANGAN ,UIN JKT,32,,abcde
2,322022,AKUNTANSI ,UIN JKT,32,34.13,abcde
2,322074,ILMU EKONOMI DAN STUDI PEMBANGUNAN ,UIN JKT,32,26.43,abcde
2,322082,ILMU HUBUNGAN INTERNASIONAL ,UIN JKT,32,26.77,abcde
2,322103,ILMU HUKUM ,UIN JKT,32,26.77,abcde
2,322111,ILMU PERPUSTAKAAN ,UIN JKT,32,27.41,abcde
2,322141,MANAJEMEN ,UIN JKT,32,26.52,abcde
2,322185,ILMU POLITIK ,UIN JKT,32,,abcde
2,322206,KESEJAHTERAAN SOSIAL ,UIN JKT,32,23.34,abcde
2,322214,PSIKOLOGI ,UIN JKT,32,24.14,abcde
2,322436,SOSIOLOGI ,UIN JKT,32,,abcde
2,322452,BAHASA DAN SASTRA INGGRIS ,UIN JKT,32,27.45,abcde
1,331013,AGRIBISNIS ,IPB,33,37.55,abcde
1,331021,AGRONOMI DAN HORTIKULTURA ,IPB,33,36.8,abcde
1,331035,ARSITEKTUR LANSEKAP ,IPB,33,37.3,abcde
1,331043,BIOKIMIA ,IPB,33,37.23,abcde
1,331051,BIOLOGI ,IPB,33,39.69,abcde
1,331065,EKONOMI SUMBERDAYA DAN LINGKUNGAN ,IPB,33,38.72,abcde
1,331081,ILMU DAN TEKNOLOGI KELAUTAN ,IPB,33,39.16,abcde
1,331102,ILMU KOMPUTER ,IPB,33,47.41,abcde
1,331116,KEDOKTERAN HEWAN ,IPB,33,40.69,abcde
1,331124,KIMIA ,IPB,33,40.5,abcde
1,331132,KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT ,IPB,33,36.8,abcde
1,331146,KONSERVASI SUMBER DAYA HUTAN & EKOWISATA ,IPB,33,38.01,abcde
1,331154,MANAJEMEN HUTAN ,IPB,33,34.32,abcde
1,331221,STATISTIKA ,IPB,33,41.54,abcde
1,331235,TEKNIK MESIN DAN BIOSISTEM ,IPB,33,44.61,abcde
1,331243,TEKNOLOGI HASIL HUTAN ,IPB,33,34.12,abcde
1,331265,TEKNOLOGI INDUSTRI PERTANIAN ,IPB,33,43.61,abcde
1,331273,TEKNOLOGI PANGAN ,IPB,33,44.16,abcde
1,331281,NUTRISI DAN TEKNOLOGI PAKAN ,IPB,33,39,abcde
1,331295,TEKNOLOGI PRODUKSI TERNAK ,IPB,33,42.3,abcde
1,331316,TEKNIK SIPIL DAN LINGKUNGAN ,IPB,33,38.6,abcde
1,331324,TEKNOLOGI & MANAJEMEN PERIKANAN BUDIDAYA ,IPB,33,34.33,abcde
1,331332,EKONOMI DAN STUDI PEMBANGUNAN ,IPB,33,47.12,abcde
1,331346,MANAJEMEN ,IPB,33,46.24,abcde
1,331354,ILMU GIZI ,IPB,33,36.8,abcde
1,331362,EKONOMI SYARIAH ,IPB,33,31,abcde
1,331376,MANAJEMEN SUMBERDAYA LAHAN ,IPB,33,35.23,abcde
1,331384,PROTEKSI TANAMAN ,IPB,33,34.23,abcde
1,331392,MANAJEMEN SUMBERDAYA PERAIRAN ,IPB,33,36.22,abcde
1,331405,TEKNOLOGI HASIL PERAIRAN ,IPB,33,39.21,abcde
1,331413,TEKNOLOGI & MANAJEMEN PERIKANAN TANGKAP ,IPB,33,39.55,abcde
1,331421,SILVIKULTUR ,IPB,33,35.12,abcde
1,331435,METEOROLOGI TERAPAN ,IPB,33,34.12,abcde
1,331443,MATEMATIKA ,IPB,33,40.34,abcde
1,331451,FISIKA ,IPB,33,39.28,abcde
1,331465,ILMU KELUARGA DAN KONSUMEN ,IPB,33,34.76,abcde
1,331473,BISNIS ,IPB,33,43.18,abcde
1,331481,TEKNOLOGI HASIL TERNAK ,IPB,33,,abcde
1,331495,AKTUARIA ,IPB,33,,abcde
1,341014,PENDIDIKAN MATEMATIKA ,UPI,34,38.75,abcde
1,341022,PENDIDIKAN FISIKA ,UPI,34,32.86,abcde
1,341036,PENDIDIKAN BIOLOGI ,UPI,34,37.15,abcde
1,341044,PENDIDIKAN KIMIA ,UPI,34,36.35,abcde
1,341052,PENDIDIKAN ILMU KOMPUTER ,UPI,34,40.11,abcde
1,341066,MATEMATIKA ,UPI,34,35.14,abcde
1,341074,FISIKA ,UPI,34,31.25,abcde
1,341082,BIOLOGI ,UPI,34,33.43,abcde
1,341096,KIMIA ,UPI,34,33.48,abcde
1,341103,ILMU KOMPUTER ,UPI,34,39.45,abcde
1,341111,PENDIDIKAN TEKNIK ARSITEKTUR ,UPI,34,31.97,abcde
1,341125,PENDIDIKAN TEKNIK BANGUNAN ,UPI,34,30.53,abcde
1,341141,PENDIDIKAN TEKNIK ELEKTRO ,UPI,34,32.15,abcde
1,341155,PENDIDIKAN TEKNIK MESIN ,UPI,34,33.55,abcde
1,341163,ILMU KEOLAHRAGAAN ,UPI,34,31.15,abcde
1,341171,TEKNIK ELEKTRO ,UPI,34,34.75,abcde
1,341185,PENDIDIKAN TEKNOLOGI AGRO INDUSTRI ,UPI,34,31.85,abcde
1,341193,TEKNIK SIPIL ,UPI,34,34.25,abcde
1,341206,PENDIDIKAN ILMU PENGETAHUAN ALAM ,UPI,34,31.52,abcde
1,341214,TEKNIK ARSITEKTUR ,UPI,34,33.95,abcde
2,342016,ADMINISTRASI PENDIDIKAN ,UPI,34,32.75,abcde
2,342024,BIMBINGAN DAN KONSELING ,UPI,34,35.97,abcde
2,342032,PENDIDIKAN LUAR SEKOLAH ,UPI,34,29.63,abcde
2,342046,PENDIDIKAN LUAR BIASA ,UPI,34,30.6,abcde
2,342054,TEKNOLOGI PENDIDIKAN ,UPI,34,32.75,abcde
2,342062,PSIKOLOGI ,UPI,34,35.34,abcde
2,342076,PKN ,UPI,34,32.53,abcde
2,342084,PENDIDIKAN SEJARAH ,UPI,34,35.31,abcde
2,342092,PENDIDIKAN GEOGRAFI ,UPI,34,33.45,abcde
2,342105,ILMU PENDIDIKAN AGAMA ISLAM ,UPI,34,29.46,abcde
2,342113,MANAJEMEN RESORT DAN LEISURE ,UPI,34,31.53,abcde
2,342121,MANAJEMEN PEMASARAN PARIWISATA ,UPI,34,31.52,abcde
2,342135,MANAJEMEN INDUSTRI KATERING ,UPI,34,31.55,abcde
2,342143,PENDIDIKAN BHS. DAN SASTRA INDONESIA ,UPI,34,36.66,abcde
2,342151,PENDIDIKAN BAHASA DAERAH ,UPI,34,30.88,abcde
2,342165,PENDIDIKAN BAHASA INGGRIS ,UPI,34,41.16,abcde
2,342173,PENDIDIKAN BAHASA ARAB ,UPI,34,30.02,abcde
2,342181,PENDIDIKAN BAHASA JEPANG ,UPI,34,37.56,abcde
2,342195,PENDIDIKAN BAHASA JERMAN ,UPI,34,34.1,abcde
2,342202,PENDIDIKAN BAHASA PERANCIS ,UPI,34,29.56,abcde
2,342216,PENDIDIKAN SENI RUPA DAN KERAJINAN ,UPI,34,30.9,abcde
2,342224,PENDIDIKAN SENI TARI ,UPI,34,28.76,abcde
2,342232,PENDIDIKAN SENI MUSIK ,UPI,34,34.66,abcde
2,342246,BAHASA DAN SASTRA INGGRIS ,UPI,34,39.63,abcde
2,342254,BAHASA DAN SASTRA INDONESIA ,UPI,34,35.88,abcde
2,342262,PENDIDIKAN KESEJAHTERAAN KELUARGA ,UPI,34,30.96,abcde
2,342276,PENDIDIKAN TATA BOGA ,UPI,34,30.8,abcde
2,342284,PENDIDIKAN TATA BUSANA ,UPI,34,31.53,abcde
2,342292,PENDIDIKAN KEPELATIHAN OLAHRAGA ,UPI,34,35.81,abcde
2,342305,PEND. JASMANI KESEHATAN & REKREASI (PJKR) ,UPI,34,31.41,abcde
2,342313,PENDIDIKAN AKUNTANSI ,UPI,34,36.38,abcde
2,342321,PENDIDIKAN MANAJEMEN BISNIS ,UPI,34,30.56,abcde
2,342335,PENDIDIKAN MANAJEMEN PERKANTORAN ,UPI,34,35.56,abcde
2,342343,PENDIDIKAN EKONOMI ,UPI,34,35.25,abcde
2,342351,MANAJEMEN ,UPI,34,39.88,abcde
2,342365,AKUNTANSI ,UPI,34,42.19,abcde
2,342373,PERPUSTAKAAN DAN INFORMASI ,UPI,34,32.52,abcde
2,342381,PENDIDIKAN IPS ,UPI,34,30.62,abcde
2,342395,PENDIDIKAN SOSIOLOGI ,UPI,34,29.72,abcde
2,342402,PGSD PEND. JASMANI KAMPUS BUMI SILIWANGI ,UPI,34,29.56,abcde
2,342416,PGSD KAMPUS CIBIRU ,UPI,34,27.65,abcde
2,342424,PGPAUD KAMPUS CIBIRU ,UPI,34,27.44,abcde
2,342432,PGSD KAMPUS SUMEDANG ,UPI,34,27.34,abcde
2,342446,PGSD PENDIDIKAN JASMANI KAMPUS SUMEDANG ,UPI,34,27.44,abcde
2,342454,PGSD KAMPUS PURWAKARTA ,UPI,34,27.54,abcde
2,342462,PGSD KAMPUS TASIKMALAYA ,UPI,34,27.33,abcde
2,342476,PGSD KAMPUS SERANG ,UPI,34,26.89,abcde
2,342484,PGSD KAMPUS BUMI SILIWANGI ,UPI,34,28.89,abcde
2,342492,PGPAUD KAMPUS BUMI SILIWANGI ,UPI,34,28.98,abcde
2,342505,ILMU KOMUNIKASI ,UPI,34,33.22,abcde
2,342513,PGPAUD KAMPUS SERANG ,UPI,34,26.98,abcde
2,342521,ILMU EKONOMI DAN KEUANGAN ISLAM ,UPI,34,28.15,abcde
2,342535,PGPAUD KAMPUS TASIKMALAYA ,UPI,34,27.85,abcde
2,342543,PGPAUD KAMPUS PURWAKARTA ,UPI,34,27.65,abcde
2,342551,PENDIDIKAN BAHASA KOREA ,UPI,34,,abcde
1,351015,FITB,ITB,35,51.25,abcde
1,351023,FTTM,ITB,35,54.75,abcde
1,351031,FMIPA,ITB,35,45.35,abcde
1,351045,FTSL - KAMPUS GANESA,ITB,35,48.65,abcde
1,351053,SEKOLAH FARMASI (SF) ,ITB,35,47.5,abcde
1,351061,SITH - PROG. SAINS,ITB,35,42.85,abcde
1,351075,STEI,ITB,35,53.55,abcde
1,351083,FTI - KAMPUS GANESA,ITB,35,55.45,abcde
1,351091,FTMD,ITB,35,49.75,abcde
1,351104,SAPPK,ITB,35,48.05,abcde
1,351126,SITH - PROG. REKAYASA,ITB,35,42.15,abcde
1,351134,FTSL - KAMPUS JATINANGOR,ITB,35,43.15,abcde
1,351142,FTI - KAMPUS JATINANGOR,ITB,35,45.25,abcde
1,351156,FTI - KAMPUS CIREBON,ITB,35,,abcde
1,351164,SAPPK - KAMPUS CIREBON,ITB,35,,abcde
2,352011,FSRD,ITB,35,44.4,abcde
2,352025,SBM,ITB,35,43.75,abcde
2,352033,FSRD - KAMPUS CIREBON,ITB,35,,abcde
1,361016,PENDIDIKAN DOKTER ,UNPAD,36,48.38,abcde
1,361024,MATEMATIKA ,UNPAD,36,37.75,abcde
1,361032,KIMIA ,UNPAD,36,35.35,abcde
1,361046,FISIKA ,UNPAD,36,33.15,abcde
1,361054,BIOLOGI ,UNPAD,36,35.1,abcde
1,361062,STATISTIKA ,UNPAD,36,40.35,abcde
1,361076,AGROTEKNOLOGI ,UNPAD,36,34.15,abcde
1,361084,AGRIBISNIS ,UNPAD,36,34.95,abcde
1,361092,PENDIDIKAN DOKTER GIGI ,UNPAD,36,43.25,abcde
1,361105,ILMU PETERNAKAN ,UNPAD,36,33.15,abcde
1,361113,PERIKANAN ,UNPAD,36,32.45,abcde
1,361121,ILMU KEPERAWATAN ,UNPAD,36,40.15,abcde
1,361135,ILMU KELAUTAN ,UNPAD,36,38.15,abcde
1,361143,TEKNOLOGI PANGAN ,UNPAD,36,33.24,abcde
1,361151,TEKNIK PERTANIAN ,UNPAD,36,34.25,abcde
1,361165,FARMASI ,UNPAD,36,46.11,abcde
1,361173,TEKNIK GEOLOGI ,UNPAD,36,43.45,abcde
1,361181,PSIKOLOGI ,UNPAD,36,45.81,abcde
1,361195,GEOFISIKA ,UNPAD,36,39.25,abcde
1,361202,TEKNIK INFORMATIKA ,UNPAD,36,44.65,abcde
1,361216,TEKNOLOGI INDUSTRI PERTANIAN ,UNPAD,36,37.55,abcde
1,361224,TEKNIK ELEKTRO ,UNPAD,36,42.44,abcde
1,361232,KEDOKTERAN HEWAN ,UNPAD,36,,abcde
2,362012,ILMU HUKUM ,UNPAD,36,46.73,abcde
2,362026,AKUNTANSI ,UNPAD,36,47.18,abcde
2,362034,EKONOMI PEMBANGUNAN ,UNPAD,36,46.78,abcde
2,362042,MANAJEMEN ,UNPAD,36,48.66,abcde
2,362056,ILMU ADMINISTRASI NEGARA ,UNPAD,36,44.23,abcde
2,362064,ILMU HUBUNGAN INTERNASIONAL ,UNPAD,36,45.28,abcde
2,362072,ILMU KESEJAHTERAAN SOSIAL ,UNPAD,36,35.14,abcde
2,362086,ILMU PEMERINTAHAN ,UNPAD,36,38.84,abcde
2,362094,ANTROPOLOGI ,UNPAD,36,34.38,abcde
2,362101,ILMU ADMINISTRASI BISNIS ,UNPAD,36,39.81,abcde
2,362115,SASTRA INDONESIA ,UNPAD,36,31.3,abcde
2,362123,SASTRA SUNDA ,UNPAD,36,28.2,abcde
2,362131,ILMU SEJARAH ,UNPAD,36,31.38,abcde
2,362145,SASTRA INGGRIS ,UNPAD,36,43.83,abcde
2,362153,SASTRA PERANCIS ,UNPAD,36,34.18,abcde
2,362161,SASTRA JEPANG ,UNPAD,36,43.09,abcde
2,362175,SASTRA RUSIA ,UNPAD,36,29.18,abcde
2,362183,SASTRA JERMAN ,UNPAD,36,32.28,abcde
2,362191,SASTRA ARAB ,UNPAD,36,28.5,abcde
2,362204,ILMU KOMUNIKASI ,UNPAD,36,50.73,abcde
2,362212,ILMU PERPUSTAKAAN ,UNPAD,36,31.38,abcde
2,362226,SOSIOLOGI ,UNPAD,36,32.2,abcde
2,362234,ILMU POLITIK ,UNPAD,36,38,abcde
2,362242,HUBUNGAN MASYARAKAT ,UNPAD,36,42.65,abcde
2,362256,EKONOMI ISLAM ,UNPAD,36,40.21,abcde
2,362264,MANAJEMEN KOMUNIKASI ,UNPAD,36,41.25,abcde
2,362272,JURNALISTIK ,UNPAD,36,38.65,abcde
2,362286,TELEVISI DAN FILM ,UNPAD,36,38.25,abcde
1,371025,MATEMATIKA ,UIN SGD,37,,abcde
1,371033,BIOLOGI ,UIN SGD,37,,abcde
1,371041,FISIKA ,UIN SGD,37,,abcde
1,371055,KIMIA ,UIN SGD,37,,abcde
1,371063,TEKNIK INFORMATIKA ,UIN SGD,37,,abcde
1,371071,TEKNIK ELEKTRO ,UIN SGD,37,,abcde
1,371085,AGROTEKNOLOGI ,UIN SGD,37,,abcde
2,372013,SOSIOLOGI ,UIN SGD,37,,abcde
2,372035,ILMU HUKUM ,UIN SGD,37,,abcde
2,372043,MANAJEMEN ,UIN SGD,37,,abcde
2,372051,ADMINISTRASI NEGARA ,UIN SGD,37,,abcde
2,372065,ILMU KOM. KONST. HUMAS ,UIN SGD,37,,abcde
2,372073,ILMU KOM. KONST. JURNALISTIK ,UIN SGD,37,,abcde
2,372081,BAHASA DAN SASTRA INGGRIS ,UIN SGD,37,,abcde
2,372095,PSIKOLOGI ,UIN SGD,37,,abcde
1,381012,TEKNIK MESIN ,UNTIRTA,38,34.27,abcde
1,381026,TEKNIK ELEKTRO ,UNTIRTA,38,36.36,abcde
1,381034,TEKNIK INDUSTRI ,UNTIRTA,38,35.43,abcde
1,381042,TEKNIK METALURGI ,UNTIRTA,38,34.13,abcde
1,381056,TEKNIK KIMIA ,UNTIRTA,38,34.71,abcde
1,381064,TEKNIK SIPIL ,UNTIRTA,38,34.66,abcde
1,381072,AGRIBISNIS ,UNTIRTA,38,30.27,abcde
1,381086,AGROEKOTEKNOLOGI ,UNTIRTA,38,26.57,abcde
1,381094,PERIKANAN ,UNTIRTA,38,25.15,abcde
1,381101,PENDIDIKAN BIOLOGI ,UNTIRTA,38,29.27,abcde
1,381115,PENDIDIKAN MATEMATIKA ,UNTIRTA,38,27.47,abcde
1,381123,PENDIDIKAN TEKNIK ELEKTRO ,UNTIRTA,38,28.55,abcde
1,381131,PENDIDIKAN TEKNIK MESIN ,UNTIRTA,38,28.45,abcde
1,381145,PENDIDIKAN FISIKA ,UNTIRTA,38,28.15,abcde
1,381153,PENDIDIKAN KIMIA ,UNTIRTA,38,29.75,abcde
1,381161,PENDIDIKAN IPA ,UNTIRTA,38,29.85,abcde
2,382014,ILMU HUKUM ,UNTIRTA,38,34.66,abcde
2,382022,MANAJEMEN ,UNTIRTA,38,36.59,abcde
2,382036,AKUNTANSI ,UNTIRTA,38,35.57,abcde
2,382044,EKONOMI PEMBANGUNAN ,UNTIRTA,38,35.36,abcde
2,382052,ADMINISTRASI NEGARA ,UNTIRTA,38,32.27,abcde
2,382066,ILMU KOMUNIKASI ,UNTIRTA,38,36.37,abcde
2,382074,PENDIDIKAN LUAR SEKOLAH ,UNTIRTA,38,25.27,abcde
2,382082,PENDIDIKAN BAHASA INDONESIA ,UNTIRTA,38,26.46,abcde
2,382096,PENDIDIKAN BAHASA INGGRIS ,UNTIRTA,38,32.27,abcde
2,382103,PENDIDIKAN GURU SEKOLAH DASAR ,UNTIRTA,38,32.15,abcde
2,382111,PENDIDIKAN ANAK USIA DINI ,UNTIRTA,38,24.69,abcde
2,382125,EKONOMI ISLAM ,UNTIRTA,38,31.11,abcde
2,382133,PENDIDIKAN SOSIOLOGI ,UNTIRTA,38,27.21,abcde
2,382141,PENDIDIKAN SEJARAH ,UNTIRTA,38,26.55,abcde
2,382155,PENDIDIKAN KEWARGANEGARAAN ,UNTIRTA,38,26.65,abcde
2,382163,"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK ",UNTIRTA,38,26.15,abcde
2,382171,PENDIDIKAN KONSELING ,UNTIRTA,38,27.35,abcde
2,382185,PENDIDIKAN LUAR BIASA ,UNTIRTA,38,25.25,abcde
2,382193,ILMU PEMERINTAHAN ,UNTIRTA,38,32.15,abcde
1,391013,TEKNIK MESIN ,UPN VJ,39,42.55,abcde
1,391021,TEKNIK PERKAPALAN ,UPN VJ,39,38.15,abcde
1,391035,TEKNIK INDUSTRI ,UPN VJ,39,43.85,abcde
1,391043,TEKNIK INFORMATIKA ,UPN VJ,39,42.15,abcde
1,391051,SISTEM INFORMASI ,UPN VJ,39,41.25,abcde
1,391065,KEDOKTERAN ,UPN VJ,39,47.75,abcde
1,391073,KEPERAWATAN ,UPN VJ,39,38.75,abcde
1,391081,KESEHATAN MASYARAKAT ,UPN VJ,39,39.15,abcde
1,391095,ILMU GIZI ,UPN VJ,39,36.15,abcde
2,392015,MANAJEMEN ,UPN VJ,39,45.85,abcde
2,392023,AKUNTANSI ,UPN VJ,39,45.18,abcde
2,392031,HUB. INTERNASIONAL ,UPN VJ,39,42.65,abcde
2,392045,KOMUNIKASI ,UPN VJ,39,46.45,abcde
2,392053,HUKUM ,UPN VJ,39,42.48,abcde
1,401016,PENDIDIKAN MATEMATIKA ,UNSIL,40,34.75,abcde
1,401024,PENDIDIKAN BIOLOGI ,UNSIL,40,35.11,abcde
1,401032,AGROTEKNOLOGI ,UNSIL,40,31.25,abcde
1,401046,AGRIBISNIS ,UNSIL,40,32.22,abcde
1,401054,TEKNIK SIPIL ,UNSIL,40,34.85,abcde
1,401062,TEKNIK ELEKTRO ,UNSIL,40,35.25,abcde
1,401076,TEKNIK INFORMATIKA ,UNSIL,40,35.95,abcde
1,401084,KESEHATAN MASYARAKAT ,UNSIL,40,35.05,abcde
2,402012,PENDIDIKAN LUAR SEKOLAH ,UNSIL,40,27.63,abcde
2,402026,PENDIDIKAN EKONOMI ,UNSIL,40,32.25,abcde
2,402034,PENDIDIKAN GEOGRAFI ,UNSIL,40,30.55,abcde
2,402042,PENDIDIKAN SEJARAH ,UNSIL,40,32.11,abcde
2,402056,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI ",UNSIL,40,29.85,abcde
2,402064,EKONOMI PEMBANGUNAN ,UNSIL,40,34.18,abcde
2,402072,MANAJEMEN ,UNSIL,40,36.12,abcde
2,402086,AKUNTANSI ,UNSIL,40,35.95,abcde
2,402101,EKONOMI SYARIAH ,UNSIL,40,32.15,abcde
2,402115,ILMU POLITIK ,UNSIL,40,32.05,abcde
2,402123,PENDIDIKAN BAHASA DAN SASTRA INDONESIA ,UNSIL,40,31.55,abcde
2,402131,PENDIDIKAN BAHASA INGGRIS ,UNSIL,40,34.75,abcde
1,411011,BIOLOGI ,UNSOED,41,35.37,abcde
1,411025,KIMIA ,UNSOED,41,32.4,abcde
1,411033,MATEMATIKA ,UNSOED,41,29.81,abcde
1,411041,FISIKA ,UNSOED,41,30.27,abcde
1,411055,MANAJEMEN SUMBERDAYA PERAIRAN ,UNSOED,41,26.36,abcde
1,411063,BUDIDAYA PERAIRAN ,UNSOED,41,27.36,abcde
1,411071,TEKNIK PERTANIAN ,UNSOED,41,28.36,abcde
1,411085,TEKNIK ELEKTRO ,UNSOED,41,36.69,abcde
1,411093,TEKNIK SIPIL ,UNSOED,41,33.57,abcde
1,411106,PENDIDIKAN DOKTER ,UNSOED,41,42.61,abcde
1,411114,KESEHATAN MASYARAKAT ,UNSOED,41,30.36,abcde
1,411122,KEPERAWATAN ,UNSOED,41,38.65,abcde
1,411136,FARMASI ,UNSOED,41,39.15,abcde
1,411144,TEKNIK GEOLOGI ,UNSOED,41,38.15,abcde
1,411152,ILMU KELAUTAN ,UNSOED,41,35.65,abcde
1,411166,AGROTEKNOLOGI ,UNSOED,41,29.31,abcde
1,411174,AGRIBISNIS ,UNSOED,41,34.2,abcde
1,411182,ILMU DAN TEKNOLOGI PANGAN ,UNSOED,41,34.81,abcde
1,411196,PETERNAKAN ,UNSOED,41,28.51,abcde
1,411203,TEKNIK INFORMATIKA ,UNSOED,41,41.65,abcde
1,411211,PENDIDIKAN DOKTER GIGI ,UNSOED,41,40.15,abcde
1,411225,ILMU GIZI ,UNSOED,41,29.27,abcde
1,411233,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI ,UNSOED,41,32.15,abcde
1,411241,TEKNIK INDUSTRI ,UNSOED,41,35.65,abcde
2,412013,ILMU HUKUM ,UNSOED,41,39.6,abcde
2,412021,SOSIOLOGI ,UNSOED,41,34.46,abcde
2,412035,ADMINISTRASI NEGARA ,UNSOED,41,38.46,abcde
2,412043,MANAJEMEN ,UNSOED,41,42.86,abcde
2,412051,EKONOMI PEMBANGUNAN ,UNSOED,41,41.1,abcde
2,412065,AKUNTANSI ,UNSOED,41,41.46,abcde
2,412073,ILMU KOMUNIKASI ,UNSOED,41,40.36,abcde
2,412081,ILMU POLITIK ,UNSOED,41,34.15,abcde
2,412095,BAHASA DAN SASTRA INDONESIA ,UNSOED,41,31.65,abcde
2,412102,BAHASA DAN SASTRA INGGRIS ,UNSOED,41,34.75,abcde
2,412116,HUBUNGAN INTERNASIONAL ,UNSOED,41,37.58,abcde
2,412124,BAHASA JEPANG ,UNSOED,41,34.49,abcde
2,412132,PENDIDIKAN EKONOMI ,UNSOED,41,33.55,abcde
2,412146,PENDIDIKAN BAHASA DAN SASTRA INDONESIA ,UNSOED,41,30.75,abcde
2,412154,PENDIDIKAN BAHASA INGGRIS ,UNSOED,41,33.65,abcde
1,421012,PENDIDIKAN MATEMATIKA ,UNNES,42,33.87,abcde
1,421026,PENDIDIKAN FISIKA ,UNNES,42,29.16,abcde
1,421034,PENDIDIKAN KIMIA ,UNNES,42,32.84,abcde
1,421042,PENDIDIKAN BIOLOGI ,UNNES,42,33.2,abcde
1,421056,PENDIDIKAN TEKNIK BANGUNAN ,UNNES,42,28.15,abcde
1,421064,PENDIDIKAN TEKNIK MESIN ,UNNES,42,32.3,abcde
1,421072,PENDIDIKAN TEKNIK ELEKTRO ,UNNES,42,30.78,abcde
1,421086,ILMU KEOLAHRAGAAN ,UNNES,42,29.79,abcde
1,421094,MATEMATIKA ,UNNES,42,30.83,abcde
1,421101,FISIKA ,UNNES,42,29.84,abcde
1,421115,KIMIA ,UNNES,42,30.84,abcde
1,421123,BIOLOGI ,UNNES,42,30.15,abcde
1,421131,KESEHATAN MASYARAKAT ,UNNES,42,33.99,abcde
1,421145,PENDIDIKAN IPA ,UNNES,42,31.15,abcde
1,421153,PEND. TEKNIK INFORMATIKA & KOMPUTER ,UNNES,42,31.15,abcde
1,421161,TEKNIK ARSITEKTUR ,UNNES,42,30.13,abcde
1,421175,PENDIDIKAN TEKNIK OTOMOTIF ,UNNES,42,29.65,abcde
1,421183,TEKNIK KIMIA ,UNNES,42,32.31,abcde
1,421191,TEKNIK MESIN ,UNNES,42,34.65,abcde
1,421204,TEKNIK SIPIL ,UNNES,42,33.95,abcde
1,421212,TEKNIK INFORMATIKA ,UNNES,42,35.05,abcde
1,421226,TEKNIK ELEKTRO ,UNNES,42,,abcde
1,421234,GIZI ,UNNES,42,,abcde
2,422014,BIMBINGAN DAN KONSELING ,UNNES,42,30.46,abcde
2,422022,TEKNOLOGI PENDIDIKAN ,UNNES,42,28.93,abcde
2,422036,PENDIDIKAN LUAR SEKOLAH ,UNNES,42,30.48,abcde
2,422044,PENDIDIKAN PANCASILA & KEWARGANEGARAAN ,UNNES,42,28.65,abcde
2,422052,PENDIDIKAN GEOGRAFI ,UNNES,42,27.84,abcde
2,422066,PENDIDIKAN SEJARAH ,UNNES,42,30.53,abcde
2,422074,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI ",UNNES,42,28.81,abcde
2,422082,PENDIDIKAN KEPELATIHAN OLAHRAGA ,UNNES,42,32.12,abcde
2,422096,PENDIDIKAN TATA BOGA ,UNNES,42,27.4,abcde
2,422103,PENDIDIKAN TATA BUSANA ,UNNES,42,27.4,abcde
2,422111,PENDIDIKAN SOSIOLOGI & ANTROPOLOGI ,UNNES,42,28.56,abcde
2,422125,EKONOMI PEMBANGUNAN ,UNNES,42,32.15,abcde
2,422133,MANAJEMEN ,UNNES,42,32.96,abcde
2,422141,PSIKOLOGI ,UNNES,42,32.96,abcde
2,422155,GEOGRAFI ,UNNES,42,29.52,abcde
2,422163,ILMU HUKUM ,UNNES,42,34.42,abcde
2,422171,AKUNTANSI ,UNNES,42,34.4,abcde
